item_id,order_id,product_category,product_name,quantity,unit_price,item_total
ITEM_003679,ORD_001236,Home & Kitchen,LED Desk Lamp,3,73.98,221.94
ITEM_003680,ORD_001236,Home,Coffee Machine,2,329.98,659.96
ITEM_003681,ORD_001236,Electronics,Power Bank 20000mAh,3,825.83,2477.49
ITEM_003682,ORD_001236,Electronics,USB-C Hub,3,511.07,1533.21
ITEM_003683,ORD_001237,Beauty,Body Lotion,1,46.38,46.38
ITEM_003684,ORD_001237,Home & Kitchen,Vacuum Cleaner Robot,3,302.74,908.22
ITEM_003685,ORD_001237,Beauty,Lipstick Matte,3,108.06,324.18
ITEM_003686,ORD_001238,Electronics,USB-C Hub,2,669.02,1338.04
ITEM_003687,ORD_001238,Electronics,Laptop Ultra,2,196.29,392.58
ITEM_003688,ORD_001238,groceries,Mixed Nuts Pack,1,17.11,17.11
ITEM_003689,ORD_001238,Electronics,Power Bank 20000mAh,2,228.91,457.82
ITEM_003690,ORD_001238,Home & Kitchen,Blender Pro,2,250.0,500.0
ITEM_003691,ORD_001239,Groceries,Chocolate Assortment,1,18.56,18.56
ITEM_003692,ORD_001239,Groceries,Mixed Nuts Pack,1,43.35,43.35
ITEM_003693,ORD_001240,Groc,Protein Powder,2,69.01,138.02
ITEM_003694,ORD_001240,Electronics,Tablet Air,2,776.69,1553.38
ITEM_003695,ORD_001240,Electronics,Wireless Mouse,1,504.53,504.53
ITEM_003696,ORD_001240,Groceries,Pasta Variety Pack,2,60.51,121.02
ITEM_003697,ORD_001241,Fashion,Canvas Backpack,2,145.29,290.58
ITEM_003698,ORD_001241,Fashion,Leather Belt,1,211.82,211.82
ITEM_003699,ORD_001242,FASHION,Summer Dress,2,85.34,170.68
ITEM_003700,ORD_001242,Groceries,Dried Fruits Mix,3,78.6,235.8
ITEM_003701,ORD_001242,Beauty,Beard Trimmer,2,147.91,295.82
ITEM_003702,ORD_001242,Fashion,Running Shoes,1,222.79,222.79
ITEM_003703,ORD_001243,Fashion,Denim Jeans,3,145.67,437.01
ITEM_003704,ORD_001243,Fashion,Formal Shirt,1,99.14,99.14
ITEM_003705,ORD_001243,Electronics,Power Bank 20000mAh,3,456.67,1370.01
ITEM_003706,ORD_001243,Electronics,Power Bank 20000mAh,2,404.92,809.84
ITEM_003707,ORD_001244,Fashion,Casual Sneakers,3,51.17,153.51
ITEM_003708,ORD_001244,Home & Kitchen,Bedding Set,3,277.58,832.74
ITEM_003709,ORD_001245,Groceries,Pasta Variety Pack,1,86.15,86.15
ITEM_003710,ORD_001245,Fashion,Sports Hoodie,1,161.1,161.1
ITEM_003711,ORD_001245,Fashion,Sunglasses Premium,1,148.66,148.66
ITEM_003712,ORD_001245,Fashion,Leather Wallet,1,66.17,66.17
ITEM_003713,ORD_001246,Groceries,Cooking Spices Set,3,90.43,271.29
ITEM_003714,ORD_001247,Beauty,Skincare Set,3,109.6,328.8
ITEM_003715,ORD_001247,Fash,Wrist Watch Classic,2,220.24,440.48
ITEM_003716,ORD_001247,Home & Kitchen,Blender Pro,1,199.94,199.94
ITEM_003717,ORD_001247,FASHION,Gold Bracelet,1,87.77,87.77
ITEM_003718,ORD_001247,Fashion,Wrist Watch Classic,1,179.82,179.82
ITEM_003719,ORD_001248,fashion,Running Shoes,3,58.55,175.65
ITEM_003720,ORD_001248,Electronics,Smartphone Pro Max,3,673.16,2019.48
ITEM_003721,ORD_001249,Electronics,Portable SSD 1TB,1,194.3,194.3
ITEM_003722,ORD_001249,Home & Kitchen,Water Purifier,3,319.02,957.06
ITEM_003723,ORD_001249,Groceries,Honey Raw,2,72.06,144.12
ITEM_003724,ORD_001249,Fashion,Gold Bracelet,2,78.46,156.92
ITEM_003725,ORD_001250,Fashion,Denim Jeans,2,163.36,326.72
ITEM_003726,ORD_001251,Home & Kitchen,Toaster 4-Slice,1,268.82,268.82
ITEM_003727,ORD_001252,Home & Kitchen,Food Processor,1,84.73,84.73
ITEM_003728,ORD_001252,Home & Kitchen,Food Processor,2,182.41,364.82
ITEM_003729,ORD_001252,Fashion,Summer Dress,1,130.96,130.96
ITEM_003730,ORD_001252,Electronics,Wireless Mouse,2,534.15,1068.3
ITEM_003731,ORD_001253,Fashion,Sunglasses Premium,1,252.02,252.02
ITEM_003732,ORD_001254,Electronics,Smart Watch Series,3,770.66,2311.98
ITEM_003733,ORD_001254,Fashion,Sunglasses Premium,1,215.14,215.14
ITEM_003734,ORD_001254,Home & Kitchen,Pressure Cooker,3,283.93,851.79
ITEM_003735,ORD_001255,home & kitchen,Blender Pro,3,228.17,684.51
ITEM_003736,ORD_001256,Electronics,Tablet Air,2,981.83,1963.66
ITEM_003737,ORD_001256,Groceries,Honey Raw,2,94.21,188.42
ITEM_003738,ORD_001256,Electronics,4K Smart TV,3,735.37,2206.11
ITEM_003739,ORD_001256,Home & Kitchen,Vacuum Cleaner Robot,2,150.47,300.94
ITEM_003740,ORD_001257,Fashion,Running Shoes,2,271.9,543.8
ITEM_003741,ORD_001257,Beauty,Hair Dryer Pro,1,27.7,27.7
ITEM_003742,ORD_001257,Electronics,Power Bank 20000mAh,1,636.11,636.11
ITEM_003743,ORD_001257,Electronics,Gaming Console,3,609.92,1829.76
ITEM_003744,ORD_001257,Electronics,Wireless Mouse,2,468.06,936.12
ITEM_003745,ORD_001258,Electronics,4K Smart TV,3,626.74,1880.22
ITEM_003746,ORD_001258,Home & Kitchen,Coffee Machine,3,391.1,1173.3
ITEM_003747,ORD_001258,Beauty,Makeup Palette,3,44.3,132.9
ITEM_003748,ORD_001259,Fashion,Casual Sneakers,3,219.73,659.19
ITEM_003749,ORD_001259,Fashion,Silk Scarf,2,153.44,306.88
ITEM_003750,ORD_001259,Electronics,4K Smart TV,2,856.4,1712.8
ITEM_003751,ORD_001260,Beauty,Perfume Eau de Parfum,3,144.87,434.61
ITEM_003752,ORD_001260,Fashion,Casual Sneakers,3,137.64,412.92
ITEM_003753,ORD_001261,Beauty,Facial Cleanser,1,31.33,31.33
ITEM_003754,ORD_001261,Fashion,Leather Belt,3,208.99,626.97
ITEM_003755,ORD_001262,Home & Kitchen,Air Fryer 5L,3,333.8,1001.4
ITEM_003756,ORD_001262,ELECTRONICS,Smartphone Pro Max,2,278.88,557.76
ITEM_003757,ORD_001263,Fashion,Gold Bracelet,1,106.48,106.48
ITEM_003758,ORD_001263,Fashion,Sunglasses Premium,1,101.73,101.73
ITEM_003759,ORD_001263,Beauty,Shampoo & Conditioner,3,149.93,449.79
ITEM_003760,ORD_001263,Fashion,Silk Scarf,1,98.55,98.55
ITEM_003761,ORD_001263,Electronics,Bluetooth Speaker,2,631.96,1263.92
ITEM_003762,ORD_001264,Groceries,Pasta Variety Pack,2,21.82,43.64
ITEM_003763,ORD_001264,Home & Kitchen,Water Purifier,2,335.19,670.38
ITEM_003764,ORD_001264,Fashion,Designer Handbag,1,172.11,172.11
ITEM_003765,ORD_001264,Fash,Sports Hoodie,1,131.17,131.17
ITEM_003766,ORD_001264,Home & Kitchen,Water Purifier,1,66.8,66.8
ITEM_003767,ORD_001265,Electronics,USB-C Hub,2,988.47,1976.94
ITEM_003768,ORD_001265,Home & Kitchen,Microwave Oven,3,364.96,1094.88
ITEM_003769,ORD_001265,Home & Kitchen,Water Purifier,3,363.13,1089.39
ITEM_003770,ORD_001265,BEAUTY,Body Lotion,3,130.68,392.04
ITEM_003771,ORD_001266,Fashion,Summer Dress,3,188.16,564.48
ITEM_003772,ORD_001266,Fashion,Canvas Backpack,2,263.41,526.82
ITEM_003773,ORD_001266,Groceries,Chocolate Assortment,1,42.44,42.44
ITEM_003774,ORD_001266,Groceries,Extra Virgin Olive Oil,2,97.43,194.86
ITEM_003775,ORD_001266,Groceries,Honey Raw,2,55.16,110.32
ITEM_003776,ORD_001267,Fashion,Designer Handbag,3,148.05,444.15
ITEM_003777,ORD_001268,Home & Kitchen,Air Fryer 5L,3,123.18,369.54
ITEM_003778,ORD_001269,Beauty,Facial Cleanser,1,116.06,116.06
ITEM_003779,ORD_001269,Home & Kitchen,Coffee Machine,2,73.28,146.56
ITEM_003780,ORD_001269,Fashion,Sports Hoodie,2,276.71,553.42
ITEM_003781,ORD_001269,Beauty,Facial Cleanser,3,69.28,207.84
ITEM_003782,ORD_001270,Beauty,Face Mask Pack,2,81.55,163.1
ITEM_003783,ORD_001270,Home & Kitchen,Blender Pro,1,265.6,265.6
ITEM_003784,ORD_001270,Electronics,Laptop Ultra,1,369.33,369.33
ITEM_003785,ORD_001270,Home & Kitchen,Toaster 4-Slice,3,339.29,1017.87
ITEM_003786,ORD_001271,Electronics,Power Bank 20000mAh,2,795.3,1590.6
ITEM_003787,ORD_001271,Fashion,Summer Dress,2,212.27,424.54
ITEM_003788,ORD_001271,Electronics,Portable SSD 1TB,3,336.62,1009.86
ITEM_003789,ORD_001271,Home & Kitchen,Food Processor,3,149.26,447.78
ITEM_003790,ORD_001271,Home & Kitchen,Toaster 4-Slice,3,98.79,296.37
ITEM_003791,ORD_001272,Beauty,Shampoo & Conditioner,1,127.88,127.88
ITEM_003792,ORD_001272,Electronics,Bluetooth Speaker,1,377.95,377.95
ITEM_003793,ORD_001273,Home & Kitchen,LED Desk Lamp,3,327.62,982.86
ITEM_003794,ORD_001273,Electronics,USB-C Hub,2,327.59,655.18
ITEM_003795,ORD_001273,Electronics,4K Smart TV,3,873.79,2621.37
ITEM_003796,ORD_001274,Home & Kitchen,Knife Set Premium,3,251.06,753.18
ITEM_003797,ORD_001274,Home & Kitchen,Pressure Cooker,2,75.2,150.4
ITEM_003798,ORD_001274,Fashion,Formal Shirt,3,281.1,843.3
ITEM_003799,ORD_001274,Beauty,Shampoo & Conditioner,1,130.15,130.15
ITEM_003800,ORD_001274,Electronics,Smartphone Pro Max,2,277.05,554.1
ITEM_003801,ORD_001275,Electronics,Mechanical Keyboard,3,271.25,813.75
ITEM_003802,ORD_001275,Electronics,Power Bank 20000mAh,3,448.42,1345.26
ITEM_003803,ORD_001275,Groceries,Gourmet Cheese Selection,3,39.49,118.47
ITEM_003804,ORD_001275,Fashion,Sports Hoodie,2,162.94,325.88
ITEM_003805,ORD_001276,Beauty,Shampoo & Conditioner,2,45.16,90.32
ITEM_003806,ORD_001276,Home & Kitchen,Non-Stick Cookware Set,3,176.51,529.53
ITEM_003807,ORD_001276,Beauty,Perfume Eau de Parfum,2,45.22,90.44
ITEM_003808,ORD_001276,Fashion,Running Shoes,3,290.23,870.69
ITEM_003809,ORD_001276,Electronics,Smartphone Pro Max,1,508.44,508.44
ITEM_003810,ORD_001277,Beauty,Facial Cleanser,3,145.08,435.24
ITEM_003811,ORD_001277,Fashion,Gold Bracelet,1,268.12,268.12
ITEM_003812,ORD_001277,Electronics,Bluetooth Speaker,3,747.76,2243.28
ITEM_003813,ORD_001277,Fashion,Canvas Backpack,1,248.52,248.52
ITEM_003814,ORD_001277,Fashion,Silk Scarf,3,92.25,276.75
ITEM_003815,ORD_001278,Groceries,Snack Box Premium,3,54.71,164.13
ITEM_003816,ORD_001278,Fashion,Cotton T-Shirt,1,229.89,229.89
ITEM_003817,ORD_001278,Electronics,USB-C Hub,2,847.82,1695.64
ITEM_003818,ORD_001278,Fashion,Canvas Backpack,1,183.18,183.18
ITEM_003819,ORD_001279,Fashion,Canvas Backpack,2,176.31,352.62
ITEM_003820,ORD_001279,Fashion,Casual Sneakers,2,280.32,560.64
ITEM_003821,ORD_001279,Fashion,Summer Dress,1,194.84,194.84
ITEM_003822,ORD_001279,Fashion,Leather Wallet,2,239.58,479.16
ITEM_003823,ORD_001280,BEAUTY,Body Lotion,1,56.64,56.64
ITEM_003824,ORD_001280,Home & Kitchen,Knife Set Premium,1,292.82,292.82
ITEM_003825,ORD_001280,Beauty,Lipstick Matte,2,69.2,138.4
ITEM_003826,ORD_001280,Fashion,Summer Dress,1,59.68,59.68
ITEM_003827,ORD_001280,Home & Kitchen,Non-Stick Cookware Set,1,348.85,348.85
ITEM_003828,ORD_001281,Home & Kitchen,Storage Containers,2,363.95,727.9
ITEM_003829,ORD_001281,Fashion,Leather Wallet,3,70.97,212.91
ITEM_003830,ORD_001281,Home & Kitchen,Knife Set Premium,3,209.29,627.87
ITEM_003831,ORD_001281,Beauty,Electric Toothbrush,3,92.82,278.46
ITEM_003832,ORD_001281,Home & Kitchen,Blender Pro,3,308.0,924.0
ITEM_003833,ORD_001282,Fashion,Cotton T-Shirt,3,95.7,287.1
ITEM_003834,ORD_001283,Beauty,Moisturizer SPF50,3,36.68,110.04
ITEM_003835,ORD_001283,Groc,Energy Bars Pack,1,52.66,52.66
ITEM_003836,ORD_001283,Beauty,Moisturizer SPF50,1,116.5,116.5
ITEM_003837,ORD_001283,Beauty,Eye Cream,1,53.49,53.49
ITEM_003838,ORD_001284,Fashion,Silk Scarf,3,223.89,671.67
ITEM_003839,ORD_001284,Electronics,Drone Mini,2,185.38,370.76
ITEM_003840,ORD_001284,Electronics,Power Bank 20000mAh,3,317.44,952.32
ITEM_003841,ORD_001284,Fashion,Sports Hoodie,3,65.78,197.34
ITEM_003842,ORD_001284,Fashion,Silk Scarf,3,105.98,317.94
ITEM_003843,ORD_001285,Fashion,Leather Wallet,1,145.93,145.93
ITEM_003844,ORD_001285,Fashion,Designer Handbag,1,140.01,140.01
ITEM_003845,ORD_001286,Electronics,Wireless Earbuds,3,996.87,2990.61
ITEM_003846,ORD_001286,Beauty,Nail Polish Set,3,115.13,345.39
ITEM_003847,ORD_001287,Home & Kitchen,Food Processor,3,121.2,363.6
ITEM_003848,ORD_001287,Home & Kitchen,Non-Stick Cookware Set,1,397.95,397.95
ITEM_003849,ORD_001287,Fashion,Designer Handbag,1,201.62,201.62
ITEM_003850,ORD_001287,Electronics,Power Bank 20000mAh,1,878.9,878.9
ITEM_003851,ORD_001287,Electronics,Smart Watch Series,1,722.27,722.27
ITEM_003852,ORD_001288,Fashion,Gold Bracelet,1,148.48,148.48
ITEM_003853,ORD_001288,Home & Kitchen,Water Purifier,3,230.06,690.18
ITEM_003854,ORD_001288,Electronics,Tablet Air,2,627.02,1254.04
ITEM_003855,ORD_001289,Fashion,Silk Scarf,2,72.7,145.4
ITEM_003856,ORD_001289,Fashion,Summer Dress,2,158.41,316.82
ITEM_003857,ORD_001290,Electronics,Gaming Console,1,252.99,252.99
ITEM_003858,ORD_001290,Groceries,Breakfast Cereal,1,32.95,32.95
ITEM_003859,ORD_001290,Electronics,Mechanical Keyboard,3,847.37,2542.11
ITEM_003860,ORD_001290,Fashion,Designer Handbag,3,280.93,842.79
ITEM_003861,ORD_001291,Fashion,Sports Hoodie,1,190.1,190.1
ITEM_003862,ORD_001291,Electronics,Wireless Mouse,2,384.05,768.1
ITEM_003863,ORD_001291,Electronics,Tablet Air,3,405.13,1215.39
ITEM_003864,ORD_001292,Groceries,Cooking Spices Set,3,18.42,55.26
ITEM_003865,ORD_001293,Electronics,Power Bank 20000mAh,3,661.16,1983.48
ITEM_003866,ORD_001294,Fashion,Wrist Watch Classic,2,264.8,529.6
ITEM_003867,ORD_001295,Fashion,Designer Handbag,3,140.56,421.68
ITEM_003868,ORD_001295,Beauty,Facial Cleanser,2,70.33,140.66
ITEM_003869,ORD_001295,Beauty,Shampoo & Conditioner,1,63.95,63.95
ITEM_003870,ORD_001296,Fashion,Gold Bracelet,3,54.12,162.36
ITEM_003871,ORD_001296,Electronics,Wireless Earbuds,2,370.3,740.6
ITEM_003872,ORD_001296,Electronics,Wireless Earbuds,1,912.98,912.98
ITEM_003873,ORD_001296,Groceries,Snack Box Premium,2,74.77,149.54
ITEM_003874,ORD_001297,Fashion,Leather Wallet,1,253.28,253.28
ITEM_003875,ORD_001297,Fashion,Wrist Watch Classic,2,92.68,185.36
ITEM_003876,ORD_001297,HOME & KITCHEN,Toaster 4-Slice,3,356.06,1068.18
ITEM_003877,ORD_001297,Fashion,Formal Shirt,2,228.65,457.3
ITEM_003878,ORD_001298,Home & Kitchen,Electric Kettle,3,213.05,639.15
ITEM_003879,ORD_001299,Fashion,Casual Sneakers,3,285.58,856.74
ITEM_003880,ORD_001300,Groceries,Protein Powder,1,75.01,75.01
ITEM_003881,ORD_001300,Fashion,Silk Scarf,3,193.26,579.78
ITEM_003882,ORD_001300,Electronics,Laptop Ultra,3,179.17,537.51
ITEM_003883,ORD_001300,Fashion,Designer Handbag,2,150.52,301.04
ITEM_003884,ORD_001300,Electronics,USB-C Hub,1,360.61,360.61
ITEM_003885,ORD_001301,Electronics,Power Bank 20000mAh,1,624.68,624.68
ITEM_003886,ORD_001301,Fashion,Silk Scarf,2,104.62,209.24
ITEM_003887,ORD_001301,Fashion,Summer Dress,2,227.72,455.44
ITEM_003888,ORD_001301,Fashion,Cotton T-Shirt,3,210.28,630.84
ITEM_003889,ORD_001301,Electronics,Smart Watch Series,1,495.47,495.47
ITEM_003890,ORD_001302,Electronics,Action Camera,3,245.19,735.57
ITEM_003891,ORD_001302,BEAUTY,Body Lotion,3,136.08,408.24
ITEM_003892,ORD_001302,Fashion,Cotton T-Shirt,1,299.93,299.93
ITEM_003893,ORD_001302,Electronics,Wireless Earbuds,3,841.22,2523.66
ITEM_003894,ORD_001302,Electronics,Wireless Earbuds,3,835.85,2507.55
ITEM_003895,ORD_001303,Beauty,Beard Trimmer,1,32.19,32.19
ITEM_003896,ORD_001303,Electronics,USB-C Hub,1,742.19,742.19
ITEM_003897,ORD_001303,Electronics,Power Bank 20000mAh,1,661.67,661.67
ITEM_003898,ORD_001303,Fashion,Sunglasses Premium,1,290.25,290.25
ITEM_003899,ORD_001303,Groceries,Honey Raw,1,98.66,98.66
ITEM_003900,ORD_001304,Fashion,Canvas Backpack,2,299.24,598.48
ITEM_003901,ORD_001305,Home & Kitchen,Vacuum Cleaner Robot,3,312.5,937.5
ITEM_003902,ORD_001306,electronics,USB-C Hub,3,766.41,2299.23
ITEM_003903,ORD_001306,Home & Kitchen,Water Purifier,3,360.04,1080.12
ITEM_003904,ORD_001307,Groceries,Premium Coffee Beans,3,50.06,150.18
ITEM_003905,ORD_001307,Electronics,Smart Watch Series,3,298.47,895.41
ITEM_003906,ORD_001307,Home & Kitchen,Microwave Oven,3,241.36,724.08
ITEM_003907,ORD_001308,Beauty,Lipstick Matte,1,64.91,64.91
ITEM_003908,ORD_001309,Groceries,Cooking Spices Set,1,69.17,69.17
ITEM_003909,ORD_001309,Home & Kitchen,Blender Pro,2,245.02,490.04
ITEM_003910,ORD_001309,fashion,Leather Belt,2,296.62,593.24
ITEM_003911,ORD_001309,Fashion,Running Shoes,2,54.44,108.88
ITEM_003912,ORD_001310,Beauty,Lipstick Matte,2,141.22,282.44
ITEM_003913,ORD_001311,Electronics,Gaming Console,1,876.04,876.04
ITEM_003914,ORD_001311,Home & Kitchen,Coffee Machine,1,394.99,394.99
ITEM_003915,ORD_001311,Groceries,Pasta Variety Pack,3,34.71,104.13
ITEM_003916,ORD_001312,Electronics,Wireless Mouse,2,969.81,1939.62
ITEM_003917,ORD_001312,Fashion,Gold Bracelet,1,219.63,219.63
ITEM_003918,ORD_001312,Beauty,Perfume Eau de Parfum,2,95.03,190.06
ITEM_003919,ORD_001312,Fashion,Casual Sneakers,3,230.82,692.46
ITEM_003920,ORD_001313,Home & Kitchen,Non-Stick Cookware Set,2,374.86,749.72
ITEM_003921,ORD_001314,Home & Kitchen,Air Fryer 5L,1,69.71,69.71
ITEM_003922,ORD_001314,Electronics,USB-C Hub,1,182.22,182.22
ITEM_003923,ORD_001314,Home & Kitchen,Blender Pro,2,330.91,661.82
ITEM_003924,ORD_001314,Home & Kitchen,Toaster 4-Slice,2,234.58,469.16
ITEM_003925,ORD_001314,HOME & KITCHEN,Toaster 4-Slice,1,68.19,68.19
ITEM_003926,ORD_001315,Electronics,Laptop Ultra,1,508.62,508.62
ITEM_003927,ORD_001315,electronics,Tablet Air,3,998.41,2995.23
ITEM_003928,ORD_001316,Electronics,Drone Mini,3,364.28,1092.84
ITEM_003929,ORD_001316,Home & Kitchen,Electric Kettle,2,295.28,590.56
ITEM_003930,ORD_001316,Electronics,Power Bank 20000mAh,3,661.02,1983.06
ITEM_003931,ORD_001317,Electronics,4K Smart TV,2,462.09,924.18
ITEM_003932,ORD_001317,Electronics,Mechanical Keyboard,2,799.89,1599.78
ITEM_003933,ORD_001318,Fashion,Designer Handbag,2,92.91,185.82
ITEM_003934,ORD_001318,Beauty,Face Mask Pack,1,143.77,143.77
ITEM_003935,ORD_001319,Fashion,Denim Jeans,1,87.74,87.74
ITEM_003936,ORD_001319,Home & Kitchen,Electric Kettle,3,211.76,635.28
ITEM_003937,ORD_001319,Fashion,Canvas Backpack,2,120.68,241.36
ITEM_003938,ORD_001319,Electronics,Smart Watch Series,2,537.51,1075.02
ITEM_003939,ORD_001320,Electronics,Wireless Earbuds,3,781.89,2345.67
ITEM_003940,ORD_001320,Electronics,Tablet Air,3,222.85,668.55
ITEM_003941,ORD_001321,Beauty,Moisturizer SPF50,3,96.55,289.65
ITEM_003942,ORD_001321,Fashion,Sports Hoodie,3,178.4,535.2
ITEM_003943,ORD_001321,Fashion,Denim Jeans,2,276.88,553.76
ITEM_003944,ORD_001321,Home & Kitchen,Vacuum Cleaner Robot,1,275.77,275.77
ITEM_003945,ORD_001321,Electronics,Wireless Earbuds,3,345.29,1035.87
ITEM_003946,ORD_001322,Electronics,Bluetooth Speaker,3,290.33,870.99
ITEM_003947,ORD_001322,Groceries,Organic Rice 5kg,1,29.88,29.88
ITEM_003948,ORD_001322,Fashion,Leather Wallet,2,94.12,188.24
ITEM_003949,ORD_001322,Home & Kitchen,Non-Stick Cookware Set,3,237.79,713.37
ITEM_003950,ORD_001323,Electronics,4K Smart TV,3,645.54,1936.62
ITEM_003951,ORD_001323,Electronics,4K Smart TV,2,965.58,1931.16
ITEM_003952,ORD_001323,ELECTRONICS,Mechanical Keyboard,3,621.5,1864.5
ITEM_003953,ORD_001323,Beauty,Beard Trimmer,1,112.2,112.2
ITEM_003954,ORD_001324,Home & Kitchen,Coffee Machine,1,92.21,92.21
ITEM_003955,ORD_001324,Fashion,Cotton T-Shirt,2,93.92,187.84
ITEM_003956,ORD_001325,Home & Kitchen,Air Fryer 5L,3,288.45,865.35
ITEM_003957,ORD_001325,Fashion,Summer Dress,1,217.73,217.73
ITEM_003958,ORD_001325,Electronics,Portable SSD 1TB,3,211.3,633.9
ITEM_003959,ORD_001326,Fashion,Cotton T-Shirt,1,176.75,176.75
ITEM_003960,ORD_001327,Fashion,Canvas Backpack,2,158.1,316.2
ITEM_003961,ORD_001327,Fashion,Leather Wallet,1,135.07,135.07
ITEM_003962,ORD_001327,Fashion,Wrist Watch Classic,1,136.58,136.58
ITEM_003963,ORD_001327,Fashion,Cotton T-Shirt,2,173.2,346.4
ITEM_003964,ORD_001328,Fashion,Denim Jeans,1,205.31,205.31
ITEM_003965,ORD_001329,Home & Kitchen,Non-Stick Cookware Set,2,221.95,443.9
ITEM_003966,ORD_001329,Electronics,Gaming Console,1,881.85,881.85
ITEM_003967,ORD_001329,Home & Kitchen,Toaster 4-Slice,1,240.65,240.65
ITEM_003968,ORD_001329,Beauty,Facial Serum,2,38.65,77.3
ITEM_003969,ORD_001329,Beauty,Skincare Set,3,62.55,187.65
ITEM_003970,ORD_001330,Electronics,Wireless Mouse,3,758.69,2276.07
ITEM_003971,ORD_001330,Electronics,Gaming Console,2,552.49,1104.98
ITEM_003972,ORD_001330,Electronics,Portable SSD 1TB,1,565.02,565.02
ITEM_003973,ORD_001330,Fashion,Summer Dress,3,152.7,458.1
ITEM_003974,ORD_001330,Electronics,Drone Mini,1,489.14,489.14
ITEM_003975,ORD_001331,Fashion,Running Shoes,1,131.5,131.5
ITEM_003976,ORD_001332,Fashion,Running Shoes,2,150.15,300.3
ITEM_003977,ORD_001333,Groceries,Energy Bars Pack,2,50.6,101.2
ITEM_003978,ORD_001333,Electronics,Bluetooth Speaker,1,177.26,177.26
ITEM_003979,ORD_001333,Electronics,Wireless Mouse,2,743.78,1487.56
ITEM_003980,ORD_001334,Fashion,Sports Hoodie,3,272.22,816.66
ITEM_003981,ORD_001334,Home & Kitchen,Microwave Oven,3,134.89,404.67
ITEM_003982,ORD_001335,Beauty,Makeup Palette,2,123.27,246.54
ITEM_003983,ORD_001335,Groceries,Snack Box Premium,1,76.22,76.22
ITEM_003984,ORD_001335,Electronics,Drone Mini,3,506.86,1520.58
ITEM_003985,ORD_001335,Home & Kitchen,Microwave Oven,2,306.31,612.62
ITEM_003986,ORD_001335,Home & Kitchen,Microwave Oven,2,83.07,166.14
ITEM_003987,ORD_001336,Home & Kitchen,Electric Kettle,2,221.21,442.42
ITEM_003988,ORD_001336,Electronics,Laptop Ultra,2,430.97,861.94
ITEM_003989,ORD_001337,Fashion,Formal Shirt,2,170.88,341.76
ITEM_003990,ORD_001337,Beauty,Eye Cream,3,48.86,146.58
ITEM_003991,ORD_001338,Electronics,Power Bank 20000mAh,1,437.53,437.53
ITEM_003992,ORD_001338,Fashion,Sports Hoodie,2,83.21,166.42
ITEM_003993,ORD_001338,Electronics,Wireless Mouse,3,869.49,2608.47
ITEM_003994,ORD_001338,Home & Kitchen,Air Fryer 5L,1,238.28,238.28
ITEM_003995,ORD_001338,Electronics,Bluetooth Speaker,2,182.86,365.72
ITEM_003996,ORD_001339,Beauty,Electric Toothbrush,2,124.47,248.94
ITEM_003997,ORD_001340,Home & Kitchen,Microwave Oven,2,202.32,404.64
ITEM_003998,ORD_001340,Electronics,Portable SSD 1TB,1,293.76,293.76
ITEM_003999,ORD_001340,Electronics,Wireless Earbuds,1,288.6,288.6
ITEM_004000,ORD_001340,Home & Kitchen,Air Fryer 5L,1,78.49,78.49
ITEM_004001,ORD_001341,Home & Kitchen,Bedding Set,1,134.86,134.86
ITEM_004002,ORD_001341,Electronics,Action Camera,3,990.06,2970.18
ITEM_004003,ORD_001341,Home & Kitchen,Pressure Cooker,2,195.34,390.68
ITEM_004004,ORD_001342,Elec,Power Bank 20000mAh,1,833.31,833.31
ITEM_004005,ORD_001342,Fashion,Silk Scarf,3,241.36,724.08
ITEM_004006,ORD_001342,Home & Kitchen,Electric Kettle,3,266.79,800.37
ITEM_004007,ORD_001342,Groceries,Gourmet Cheese Selection,1,36.27,36.27
ITEM_004008,ORD_001342,Home & Kitchen,Food Processor,1,231.7,231.7
ITEM_004009,ORD_001343,Electronics,Smart Watch Series,1,799.3,799.3
ITEM_004010,ORD_001343,Beauty,Facial Serum,2,58.93,117.86
ITEM_004011,ORD_001343,Groceries,Chocolate Assortment,1,59.03,59.03
ITEM_004012,ORD_001344,Home & Kitchen,Coffee Machine,1,360.55,360.55
ITEM_004013,ORD_001344,Beauty,Electric Toothbrush,1,27.78,27.78
ITEM_004014,ORD_001345,Home & Kitchen,LED Desk Lamp,1,193.23,193.23
ITEM_004015,ORD_001346,Electronics,Tablet Air,2,336.1,672.2
ITEM_004016,ORD_001346,FASHION,Silk Scarf,2,210.5,421.0
ITEM_004017,ORD_001346,Home & Kitchen,Toaster 4-Slice,1,317.71,317.71
ITEM_004018,ORD_001346,Fashion,Gold Bracelet,3,158.04,474.12
ITEM_004019,ORD_001347,Fashion,Leather Belt,1,131.21,131.21
ITEM_004020,ORD_001348,Fashion,Formal Shirt,2,91.9,183.8
ITEM_004021,ORD_001348,Home & Kitchen,Bedding Set,3,90.75,272.25
ITEM_004022,ORD_001349,Home & Kitchen,Storage Containers,2,328.83,657.66
ITEM_004023,ORD_001349,Fashion,Canvas Backpack,1,96.09,96.09
ITEM_004024,ORD_001349,Fashion,Canvas Backpack,3,284.18,852.54
ITEM_004025,ORD_001350,Home & Kitchen,Electric Kettle,2,147.08,294.16
ITEM_004026,ORD_001350,Beauty,Body Lotion,1,29.52,29.52
