order_id,customer_id,order_date,order_channel,order_status,gross_amount,discount_amount,net_amount,payment_method,coupon_code
ORD_000795,CUST_01168,2026-01-03,Call Center,Delivered,127.75,0.0,127.75,COD,
ORD_000796,CUST_01250,2025-11-29,App,Returned,467.26,0.0,467.26,Card,
ORD_000797,CUST_01369,2025-11-23,Call Center,Delivered,1561.19,0.0,1561.19,Card,
ORD_000798,CUST_00777,2025-10-12,App,In Transit,151.17,0.0,151.17,Wallet,
ORD_000799,CUST_00689,2025-12-05,App,Delivered,590.61,0.0,590.61,COD,
ORD_000800,CUST_00059,2025-10-13,Web,Delivered,1225.99,0.0,1225.99,Card,
ORD_000801,CUST_01013,2025-10-09,App,Delivered,211.22,0.0,211.22,Card,
ORD_000802,CUST_01743,2026-01-05,App,Returned,199.65,0.0,199.65,Card,
ORD_000803,CUST_00666,2025-12-12,Web,Delivered,520.89,0.0,520.89,Card,
ORD_000804,CUST_00373,2025-10-07,App,Delivered,195.43,0.0,195.43,Card,
ORD_000805,CUST_00999,2025-10-09,Web,Delivered,477.92,0.0,477.92,Card,
ORD_000806,CUST_00435,2025-10-29,App,Delivered,226.04,0.0,226.04,COD,
ORD_000807,CUST_00727,2025-11-27,App,Delivered,622.0,0.0,622.0,COD,
ORD_000808,CUST_01634,2025-11-09,Call Center,Delivered,797.03,0.0,797.03,Card,
ORD_000809,CUST_00530,2025-12-17,App,Cancelled,321.92,52.71,269.21,Wallet,FLASH20
ORD_000810,CUST_00573,2026-01-01,App,Cancelled,172.47,13.8,158.67,Card,MEGA30
ORD_000811,CUST_01437,2026-01-05,App,Delivered,1872.32,0.0,1872.32,COD,
ORD_000812,CUST_01803,2025-10-13,App,Delivered,511.93,0.0,511.93,Apple Pay,
ORD_000813,CUST_00566,2025-10-19,Web,Delivered,700.04,0.0,700.04,Wallet,
ORD_000814,CUST_01139,2025-11-29,App,Delivered,283.79,27.54,256.25,Card,SAVE10
ORD_000815,CUST_01059,2025-11-01,App,Delivered,180.2,38.43,141.77,Apple Pay,WELCOME15
ORD_000816,CUST_00176,2025-12-20,Web,Delivered,1353.23,0.0,1353.23,Wallet,
ORD_000817,CUST_00495,2025-12-26,App,Returned,507.2,0.0,507.2,COD,
ORD_000818,CUST_01475,2026-01-04,Web,In Transit,248.89,0.0,248.89,Apple Pay,
ORD_000819,CUST_00833,2025-11-02,App,Delivered,1889.75,0.0,1889.75,COD,
ORD_000820,CUST_01001,2025-12-28,App,Delivered,233.17,43.33,189.84,Wallet,MEGA30
ORD_000821,CUST_01553,2025-10-30,App,Delivered,472.24,0.0,472.24,Card,
ORD_000822,CUST_00493,2025-11-17,App,Delivered,1512.99,216.74,1296.25,COD,SPECIAL5
ORD_000823,CUST_00976,2025-11-24,Web,Returned,722.42,0.0,722.42,Wallet,
ORD_000824,CUST_01323,2025-11-29,App,Delivered,908.95,91.59,817.36,Apple Pay,SPECIAL5
ORD_000825,CUST_01006,2025-12-27,App,Delivered,192.67,0.0,192.67,Card,
ORD_000826,CUST_00918,2025-10-14,App,Delivered,776.29,0.0,776.29,Card,
ORD_000827,CUST_01624,2025-11-18,App,Delivered,179.34,11.98,167.36,Card,SAVE10
ORD_000828,CUST_00191,2025-11-01,Call Center,Delivered,140.19,24.04,116.15,Card,FLASH20
ORD_000829,CUST_00454,2026-01-04,Web,Delivered,256.47,0.0,256.47,Card,
ORD_000830,CUST_00829,2025-12-10,App,Delivered,201.41,0.0,201.41,Card,
ORD_000831,CUST_01417,2025-12-17,App,Delivered,409.79,67.18,342.61,Card,WELCOME15
ORD_000832,CUST_00628,2025-12-06,App,Delivered,466.82,0.0,466.82,COD,
ORD_000833,CUST_01360,2025-12-30,Web,Delivered,233.95,0.0,233.95,COD,
ORD_000834,CUST_01192,2025-10-08,Web,Delivered,479.44,0.0,479.44,Card,
ORD_000835,CUST_00756,2026-01-04,App,Delivered,230.35,0.0,230.35,Card,
ORD_000836,CUST_00970,2025-12-31,App,Delivered,591.13,0.0,591.13,Card,
ORD_000837,CUST_01134,2025-12-22,Web,Cancelled,326.74,66.49,260.25,Card,MEGA30
ORD_000838,CUST_00705,2025-10-14,App,Delivered,202.09,39.26,162.83,Card,VIP25
ORD_000839,CUST_01528,2025-12-11,App,Delivered,221.73,0.0,221.73,Wallet,
ORD_000840,CUST_01128,2025-10-13,App,Delivered,337.9,33.07,304.83,Wallet,FLASH20
ORD_000841,CUST_00721,2025-12-22,Web,Delivered,201.56,22.74,178.82,COD,SPECIAL5
ORD_000842,CUST_00930,2025-10-24,Web,In Transit,1708.97,302.31,1406.66,Apple Pay,FLASH20
ORD_000843,CUST_00628,2025-11-09,App,Delivered,458.82,0.0,458.82,Card,
ORD_000844,CUST_00515,2025-11-17,App,Delivered,595.74,49.47,546.27,Wallet,WELCOME15
ORD_000845,CUST_00248,2025-10-25,Web,Delivered,161.6,0.0,161.6,COD,
ORD_000846,CUST_01478,2025-11-03,App,Delivered,269.95,0.0,269.95,COD,
ORD_000847,CUST_00395,2025-11-19,Web,Cancelled,145.59,0.0,145.59,COD,
ORD_000848,CUST_00647,2025-11-12,Web,Delivered,1939.59,0.0,1939.59,Wallet,
ORD_000849,CUST_00245,2025-12-21,Web,Cancelled,471.6,41.69,429.91,Card,SPECIAL5
ORD_000850,CUST_01098,2025-11-21,App,Delivered,1902.61,0.0,1902.61,COD,
ORD_000851,CUST_01948,2025-11-20,App,Delivered,268.19,0.0,268.19,Card,
ORD_000852,CUST_01561,2025-11-02,Web,Delivered,1637.96,0.0,1637.96,Wallet,
ORD_000853,CUST_01414,2025-11-01,Web,Delivered,211.16,0.0,211.16,Card,
ORD_000854,CUST_00380,2025-12-15,App,Delivered,1985.85,0.0,1985.85,Apple Pay,
ORD_000855,CUST_00393,2025-12-23,App,Delivered,243.77,0.0,243.77,Card,
ORD_000856,CUST_00444,2025-11-21,App,Delivered,108.31,0.0,108.31,COD,
ORD_000857,CUST_01513,2025-11-03,App,Delivered,539.16,64.41,474.75,COD,VIP25
ORD_000858,CUST_00567,2025-11-23,App,Delivered,919.15,0.0,919.15,COD,
ORD_000859,CUST_01484,2025-11-25,App,Cancelled,470.51,0.0,470.51,Apple Pay,
ORD_000860,CUST_01208,2025-10-27,App,Delivered,347.09,78.39,268.7,COD,
ORD_000861,CUST_01075,2025-12-11,Web,Delivered,153.18,0.0,153.18,COD,
ORD_000862,CUST_01223,2025-11-20,App,Cancelled,1263.26,0.0,1263.26,Apple Pay,
ORD_000863,CUST_00580,2025-11-03,App,Returned,259.52,0.0,259.52,Wallet,
ORD_000864,CUST_00206,2025-10-25,App,Delivered,596.02,0.0,596.02,Card,
ORD_000865,CUST_01706,2025-11-14,App,Returned,165.89,0.0,165.89,Card,
ORD_000866,CUST_00398,2025-10-12,Web,Delivered,1833.72,335.35,1498.37,COD,FLASH20
ORD_000867,CUST_00466,2025-10-25,Web,Delivered,200.19,51.17,149.02,Wallet,FLASH20
ORD_000868,CUST_00368,2025-11-07,App,Delivered,220.17,0.0,220.17,COD,
ORD_000869,CUST_00620,2025-11-01,App,Delivered,289.86,0.0,289.86,Card,
ORD_000870,CUST_00029,2025-12-03,Web,Cancelled,371.35,42.84,328.51,COD,SPECIAL5
ORD_000871,CUST_01094,2025-10-08,App,Delivered,292.25,49.68,242.57,Wallet,WELCOME15
ORD_000872,CUST_00562,2025-12-10,App,Delivered,73.95,0.0,73.95,Apple Pay,
ORD_000873,CUST_00094,2025-10-18,Web,In Transit,180.52,38.2,142.32,Card,SAVE10
ORD_000874,CUST_01134,2025-11-26,App,Delivered,267.74,37.72,230.02,Wallet,FLASH20
ORD_000875,CUST_01429,2025-10-27,Web,Cancelled,1134.52,119.96,1014.56,Card,WELCOME15
ORD_000876,CUST_01307,2025-10-18,App,Delivered,106.2,7.99,98.21,Card,
ORD_000877,CUST_01542,2025-12-31,App,Cancelled,228.22,55.09,173.13,Wallet,VIP25
ORD_000878,CUST_00211,2025-10-15,Web,Delivered,1491.54,0.0,1491.54,Wallet,
ORD_000879,CUST_01788,2025-12-19,App,In Transit,1511.03,0.0,1511.03,COD,
ORD_000880,CUST_00026,2025-12-29,App,Delivered,631.52,72.17,559.35,COD,MEGA30
ORD_000881,CUST_00583,2025-11-12,Call Center,Delivered,14588.9,0.0,14588.9,Card,
ORD_000882,CUST_00962,2025-11-23,App,Delivered,128.42,0.0,128.42,Card,
ORD_000883,CUST_00981,2025-12-19,Web,Delivered,278.21,79.12,199.09,Card,VIP25
ORD_000884,CUST_00698,2025-10-09,Web,Delivered,215.41,36.47,178.94,Card,WELCOME15
ORD_000885,CUST_01978,2025-10-08,Web,Cancelled,265.61,60.25,205.36,Card,SAVE10
ORD_000886,CUST_00518,2025-11-04,App,Delivered,538.41,0.0,538.41,Card,
ORD_000887,CUST_01928,2025-12-23,App,Returned,1920.3,152.03,1768.27,Card,
ORD_000888,CUST_00979,2025-12-14,App,Cancelled,411.58,108.5,303.08,Wallet,SAVE10
ORD_000889,CUST_01684,2025-11-22,App,Returned,218.1,28.03,190.07,Card,SAVE10
ORD_000890,CUST_00821,2025-10-14,App,Delivered,184.85,0.0,184.85,Card,
ORD_000891,CUST_01008,2025-11-20,Call Center,Cancelled,193.12,0.0,193.12,Wallet,
ORD_000892,CUST_00152,2025-12-23,App,Delivered,133.77,0.0,133.77,Card,
ORD_000893,CUST_01182,2025-12-13,Web,Delivered,216.95,0.0,216.95,Wallet,
ORD_000894,CUST_01290,2025-10-19,Web,Delivered,978.28,146.04,832.24,Wallet,SPECIAL5
ORD_000895,CUST_00110,2025-12-27,App,Delivered,658.1,0.0,658.1,Card,
ORD_000896,CUST_00311,2025-12-05,App,Returned,1196.94,61.48,1135.46,Card,WELCOME15
ORD_000897,CUST_01662,2025-10-12,App,Returned,162.08,41.52,120.56,COD,MEGA30
ORD_000898,CUST_01944,2025-10-09,Web,Cancelled,286.29,25.92,260.37,Wallet,FLASH20
ORD_000899,CUST_00175,2025-10-30,App,Delivered,268.04,0.0,268.04,Wallet,
ORD_000900,CUST_00509,2025-10-07,Call Center,Delivered,1755.92,252.51,1503.41,Card,SAVE10
ORD_000901,CUST_01143,2025-10-19,Web,Delivered,745.19,202.15,543.04,Card,
ORD_000902,CUST_00853,2025-12-24,App,Returned,550.39,0.0,550.39,COD,
ORD_000903,CUST_01242,2025-12-17,App,Delivered,340.87,94.58,246.29,Wallet,MEGA30
ORD_000904,CUST_01620,2025-11-26,Call Center,Delivered,763.27,57.03,706.24,Card,MEGA30
ORD_000905,CUST_00463,2025-12-11,App,Delivered,552.11,0.0,552.11,Card,
ORD_000906,CUST_01589,2025-12-05,App,Delivered,458.87,0.0,458.87,Card,
ORD_000907,CUST_01071,2026-01-02,App,In Transit,1268.16,98.8,1169.36,COD,VIP25
ORD_000908,CUST_00923,2025-12-03,Call Center,Delivered,1733.34,0.0,1733.34,Wallet,
ORD_000909,CUST_01861,2025-12-30,App,Delivered,815.9,63.88,752.02,COD,VIP25
ORD_000910,CUST_00609,2025-12-14,Web,In Transit,548.16,0.0,548.16,COD,
ORD_000911,CUST_01762,2025-12-03,App,In Transit,983.66,231.53,752.13,COD,MEGA30
ORD_000912,CUST_00879,2025-11-28,App,Delivered,89.6,0.0,89.6,COD,
ORD_000913,CUST_00626,2025-10-12,Web,Delivered,880.26,124.91,755.35,Card,MEGA30
ORD_000914,CUST_01272,2025-12-23,Web,Delivered,457.51,0.0,457.51,Wallet,
ORD_000915,CUST_00124,2025-10-09,App,In Transit,1944.67,0.0,1944.67,Card,
ORD_000916,CUST_01249,2025-12-14,App,In Transit,470.57,48.11,422.46,COD,SPECIAL5
ORD_000917,CUST_00204,2025-12-10,App,Delivered,1370.33,190.22,1180.11,Wallet,
ORD_000918,CUST_00426,2025-11-28,App,In Transit,227.91,35.82,192.09,Card,SPECIAL5
ORD_000919,CUST_00433,2025-11-28,Web,Delivered,1747.35,0.0,1747.35,Card,
ORD_000920,CUST_00542,2025-11-14,Web,Cancelled,542.85,45.43,497.42,Card,SPECIAL5
ORD_000921,CUST_00167,2025-12-22,App,Cancelled,192.07,0.0,192.07,Card,
ORD_000922,CUST_00322,2025-11-07,Web,Cancelled,235.4,65.35,170.05,Card,WELCOME15
ORD_000923,CUST_00356,2025-12-17,App,Delivered,1102.88,126.46,976.42,Card,MEGA30
ORD_000924,CUST_00154,2025-10-31,Web,Delivered,467.62,85.77,381.85,COD,WELCOME15
ORD_000925,CUST_00006,2025-12-27,Web,Delivered,494.41,0.0,494.41,Wallet,
ORD_000926,CUST_00837,2025-12-31,App,Delivered,1642.84,98.5,1544.34,Card,VIP25
ORD_000927,CUST_01412,2025-11-06,App,In Transit,154.31,29.72,124.59,Card,MEGA30
ORD_000928,CUST_00963,2025-11-13,App,Delivered,537.91,0.0,537.91,Apple Pay,
ORD_000929,CUST_00597,2025-10-16,App,Delivered,125.42,0.0,125.42,COD,
ORD_000930,CUST_00067,2025-12-23,Web,Delivered,158.69,0.0,158.69,Apple Pay,
ORD_000931,CUST_00475,2025-10-07,Web,Cancelled,196.81,21.13,175.68,Apple Pay,FLASH20
ORD_000932,CUST_01448,2025-11-09,Web,Delivered,307.82,22.06,285.76,Card,FLASH20
ORD_000933,CUST_01440,2025-11-05,Web,Delivered,1128.49,0.0,1128.49,Wallet,
ORD_000934,CUST_01761,2025-10-07,App,Delivered,334.05,34.21,299.84,Card,VIP25
ORD_000935,CUST_00146,2025-10-31,App,Delivered,102.01,14.63,87.38,COD,SPECIAL5
ORD_000936,CUST_00479,2025-10-14,App,Delivered,396.9,0.0,396.9,Card,
ORD_000937,CUST_01893,2025-10-27,Call Center,Delivered,593.11,75.35,517.76,COD,FLASH20
ORD_000938,CUST_01614,2025-11-15,App,Delivered,231.82,50.27,181.55,COD,
ORD_000939,CUST_01281,2025-12-08,Web,Delivered,71.91,0.0,71.91,COD,
ORD_000940,CUST_01208,2025-12-28,Call Center,Delivered,432.89,28.0,404.89,Wallet,SPECIAL5
ORD_000941,CUST_01647,2025-11-04,App,Delivered,767.29,0.0,767.29,Wallet,
ORD_000942,CUST_01913,2025-11-15,Web,Delivered,537.62,79.28,458.34,Wallet,WELCOME15
ORD_000943,CUST_00871,2025-10-08,App,Delivered,502.34,0.0,502.34,COD,
ORD_000944,CUST_00236,2025-11-18,App,Delivered,368.72,0.0,368.72,Card,
ORD_000945,CUST_01116,2025-10-28,Call Center,Cancelled,178.49,0.0,178.49,Card,
ORD_000946,CUST_00461,2025-11-10,Web,Delivered,453.19,55.71,397.48,Card,SPECIAL5
ORD_000947,CUST_00306,2025-10-10,Web,Delivered,278.54,20.85,257.69,Card,FLASH20
ORD_000948,CUST_01693,2025-12-25,Web,Delivered,1830.16,0.0,1830.16,COD,
ORD_000949,CUST_00292,2025-11-16,App,Delivered,596.0,0.0,596.0,Card,
ORD_000950,CUST_00147,2025-11-06,Web,Delivered,655.99,0.0,655.99,Card,
ORD_000951,CUST_00123,2025-10-21,App,In Transit,83.39,5.06,78.33,Wallet,WELCOME15
ORD_000952,CUST_01624,2025-12-26,App,Delivered,52.04,0.0,52.04,Card,
ORD_000953,CUST_00630,2025-12-21,Call Center,Delivered,689.84,0.0,689.84,Wallet,
ORD_000954,CUST_01219,2025-11-28,App,Delivered,192.4,0.0,192.4,Wallet,
ORD_000955,CUST_01534,2025-10-13,App,Delivered,1894.7,259.09,1635.61,Card,
ORD_000956,CUST_01166,2025-11-11,Web,Delivered,604.39,39.5,564.89,Wallet,FLASH20
ORD_000957,CUST_00900,2025-10-21,App,Delivered,786.48,0.0,786.48,Card,
ORD_000958,CUST_00255,2025-11-26,App,Delivered,577.33,169.63,407.7,Wallet,VIP25
ORD_000959,CUST_01411,2025-10-09,Web,Delivered,1232.78,0.0,1232.78,Apple Pay,
ORD_000960,CUST_00623,2025-11-10,Web,Delivered,211.72,25.19,186.53,Wallet,SPECIAL5
ORD_000961,CUST_00825,2025-10-27,Call Center,Delivered,1842.07,263.16,1578.91,Apple Pay,FLASH20
ORD_000962,CUST_01025,2025-11-15,Web,Delivered,244.01,71.29,172.72,Card,MEGA30
ORD_000963,CUST_01012,2025-12-13,Call Center,Delivered,173.58,0.0,173.58,Card,
ORD_000964,CUST_00897,2025-10-31,App,Cancelled,94.95,0.0,94.95,Wallet,
ORD_000965,CUST_00165,2025-10-31,Web,Delivered,184.15,0.0,184.15,Wallet,
ORD_000966,CUST_01225,2025-10-13,App,Delivered,146.98,0.0,146.98,COD,
ORD_000967,CUST_00082,2025-12-16,Web,Delivered,503.74,52.3,451.44,Card,VIP25
ORD_000968,CUST_01505,2025-11-14,App,Delivered,469.68,55.86,413.82,Wallet,FLASH20
ORD_000969,CUST_01237,2025-12-08,Web,In Transit,825.87,46.67,779.2,Wallet,FLASH20
ORD_000970,CUST_00053,2025-12-14,App,In Transit,89.45,8.3,81.15,COD,SAVE10
ORD_000971,CUST_00469,2025-10-19,App,Delivered,777.83,54.79,723.04,Card,SPECIAL5
ORD_000972,CUST_01713,2025-11-23,Web,Delivered,211.81,0.0,211.81,Apple Pay,
ORD_000973,CUST_01763,2025-12-19,Web,Delivered,533.2,0.0,533.2,COD,
ORD_000974,CUST_01179,2025-10-23,App,Returned,283.58,0.0,283.58,Card,
ORD_000975,CUST_01203,2025-10-07,Call Center,Delivered,136.77,0.0,136.77,Card,
ORD_000976,CUST_01948,2025-12-23,Web,Delivered,171.15,0.0,171.15,COD,
ORD_000977,CUST_00043,2025-11-25,App,Delivered,1045.82,0.0,1045.82,COD,
ORD_000978,CUST_01567,2025-11-18,Web,Delivered,137.06,0.0,137.06,COD,
ORD_000979,CUST_01377,2025-12-28,App,Delivered,225.11,62.69,162.42,COD,
ORD_000980,CUST_00552,2025-11-28,App,Returned,235.44,29.68,205.76,Apple Pay,MEGA30
ORD_000981,CUST_00083,2025-12-11,Web,In Transit,371.58,25.5,346.08,COD,
ORD_000982,CUST_01549,2025-11-17,App,Delivered,259.19,29.68,229.51,Card,WELCOME15
ORD_000983,CUST_00964,2025-11-07,App,Delivered,1642.51,0.0,1642.51,Card,
ORD_000984,CUST_01063,2025-11-27,App,Delivered,557.23,51.81,505.42,Wallet,SPECIAL5
ORD_000985,CUST_00906,2025-11-18,App,Delivered,683.67,0.0,683.67,COD,
ORD_000986,CUST_01877,2025-11-04,Web,In Transit,576.97,0.0,576.97,COD,
ORD_000987,CUST_00570,2025-10-16,App,Returned,931.19,0.0,931.19,COD,
ORD_000988,CUST_00372,2025-12-06,Call Center,Delivered,189.73,0.0,189.73,Wallet,
ORD_000989,CUST_01199,2025-12-23,Web,Delivered,473.78,102.49,371.29,Card,VIP25
ORD_000990,CUST_01301,2025-10-19,App,Delivered,180.93,0.0,180.93,Apple Pay,
ORD_000991,CUST_01668,2025-12-01,App,In Transit,183.01,0.0,183.01,COD,
ORD_000992,CUST_01008,2025-10-18,Web,Returned,671.48,0.0,671.48,Wallet,
ORD_000993,CUST_01985,2025-12-18,App,Returned,1978.16,0.0,1978.16,Card,
ORD_000994,CUST_00187,2025-10-28,App,Cancelled,229.75,23.99,205.76,COD,VIP25
ORD_000995,CUST_00713,2025-10-08,Web,Delivered,245.78,39.84,205.94,Card,VIP25
ORD_000996,CUST_00683,2025-11-12,App,Delivered,1752.83,0.0,1752.83,Card,
ORD_000997,CUST_00658,2025-10-25,Web,Cancelled,454.72,65.84,388.88,Wallet,SPECIAL5
ORD_000998,CUST_00215,2025-10-24,App,In Transit,1286.17,199.26,1086.91,Wallet,
ORD_000999,CUST_00330,2025-10-25,App,Delivered,529.33,93.71,435.62,Card,FLASH20
ORD_001000,CUST_00844,2025-12-20,Web,Cancelled,115.06,0.0,115.06,Apple Pay,
ORD_001001,CUST_01421,2025-12-31,Web,Cancelled,381.74,0.0,381.74,COD,
ORD_001002,CUST_01015,2025-12-30,App,Delivered,59.0,0.0,59.0,Wallet,
ORD_001003,CUST_00591,2025-11-09,Call Center,Delivered,400.91,0.0,400.91,COD,
ORD_001004,CUST_01357,2025-11-23,Web,Delivered,386.45,45.59,340.86,Card,VIP25
ORD_001005,CUST_01667,2025-10-07,App,Delivered,790.2,186.18,604.02,COD,
ORD_001006,CUST_01127,2026-01-02,App,Delivered,237.18,0.0,237.18,Wallet,
ORD_001007,CUST_00076,2025-12-27,App,Delivered,249.69,52.87,196.82,Apple Pay,VIP25
ORD_001008,CUST_00181,2025-11-13,App,Delivered,214.51,0.0,214.51,Card,
ORD_001009,CUST_00645,2025-10-24,App,Delivered,1193.8,0.0,1193.8,Wallet,
ORD_001010,CUST_00517,2025-10-20,Web,Delivered,253.82,0.0,253.82,Apple Pay,
ORD_001011,CUST_00663,2025-10-17,Call Center,In Transit,285.91,0.0,285.91,Card,
ORD_001012,CUST_00238,2025-12-29,App,Returned,938.96,200.57,738.39,Card,
ORD_001013,CUST_00828,2025-10-13,Web,Returned,528.59,62.23,466.36,COD,
ORD_001014,CUST_01054,2025-11-02,Web,Cancelled,1847.33,363.83,1483.5,COD,
ORD_001015,CUST_00003,2025-12-06,App,Delivered,1749.79,0.0,1749.79,COD,
ORD_001016,CUST_01347,2025-11-13,App,Delivered,1541.03,169.92,1371.11,Card,
ORD_001017,CUST_01112,2025-10-20,Web,Delivered,902.02,78.96,823.06,Apple Pay,VIP25
ORD_001018,CUST_00847,2025-10-13,App,Delivered,200.18,14.38,185.8,Card,SAVE10
ORD_001019,CUST_00385,2025-11-15,App,Delivered,534.65,54.35,480.3,COD,MEGA30
ORD_001020,CUST_00741,2025-11-19,App,Delivered,332.2,0.0,332.2,Card,
ORD_001021,CUST_01276,2025-12-28,App,Cancelled,544.04,0.0,544.04,Wallet,
ORD_001022,CUST_01550,2025-12-25,App,Delivered,667.83,0.0,667.83,COD,
ORD_001023,CUST_01021,2025-10-07,App,Delivered,759.64,0.0,759.64,Card,
ORD_001024,CUST_01281,2025-12-01,Web,Delivered,121.97,0.0,121.97,COD,
ORD_001025,CUST_00906,2025-12-17,Call Center,Delivered,205.8,0.0,205.8,Card,
ORD_001026,CUST_01557,2025-10-20,App,Delivered,450.86,0.0,450.86,Card,
ORD_001027,CUST_00106,2025-11-19,Web,Delivered,173.67,0.0,173.67,Card,
ORD_001028,CUST_00417,2025-11-21,Web,Delivered,1935.51,0.0,1935.51,Card,
ORD_001029,CUST_00547,2025-10-22,App,Returned,464.36,30.32,434.04,COD,MEGA30
ORD_001030,CUST_00269,2025-11-09,App,Delivered,1515.11,0.0,1515.11,Card,
ORD_001031,CUST_01900,2025-10-24,Web,Delivered,301.84,0.0,301.84,Apple Pay,
ORD_001032,CUST_00590,2025-10-14,Web,Delivered,192.81,53.28,139.53,COD,VIP25
ORD_001033,CUST_01804,2025-11-19,Web,Delivered,711.23,0.0,711.23,Wallet,
ORD_001034,CUST_01431,2025-12-22,App,Delivered,83.83,0.0,83.83,Apple Pay,
ORD_001035,CUST_00993,2025-10-19,App,Delivered,490.72,0.0,490.72,COD,
ORD_001036,CUST_00249,2025-12-08,App,Cancelled,242.48,0.0,242.48,Card,
ORD_001037,CUST_00060,2025-10-10,App,Delivered,143.85,29.88,113.97,Card,SPECIAL5
ORD_001038,CUST_01247,2025-12-22,App,Cancelled,1889.12,0.0,1889.12,Card,
ORD_001039,CUST_01637,2025-10-29,Call Center,Delivered,251.4,0.0,251.4,Card,
ORD_001040,CUST_00491,2025-11-06,App,Cancelled,286.88,49.08,237.8,COD,SPECIAL5
ORD_001041,CUST_00325,2025-11-12,App,Delivered,454.1,0.0,454.1,Card,
ORD_001042,CUST_00637,2025-12-05,App,Delivered,351.02,0.0,351.02,Card,
ORD_001043,CUST_01129,2025-12-05,App,Delivered,261.22,18.59,242.63,COD,SAVE10
ORD_001044,CUST_01132,2025-12-18,App,Cancelled,383.59,50.27,333.32,Wallet,VIP25
ORD_001045,CUST_00191,2025-12-20,Web,Delivered,538.64,152.44,386.2,COD,WELCOME15
ORD_001046,CUST_01724,2025-10-11,Web,Delivered,160.19,23.85,136.34,Card,SAVE10
ORD_001047,CUST_00946,2025-12-09,App,In Transit,1202.49,163.76,1038.73,COD,SAVE10
ORD_001048,CUST_01327,2025-12-26,Web,Delivered,273.94,0.0,273.94,Wallet,
ORD_001049,CUST_01705,2025-11-24,App,Delivered,1129.86,0.0,1129.86,COD,
ORD_001050,CUST_00316,2025-11-14,Web,Delivered,213.61,30.57,183.04,Card,VIP25
ORD_001051,CUST_01911,2025-10-31,App,In Transit,1912.14,0.0,1912.14,Card,
ORD_001052,CUST_01468,2025-12-21,App,Cancelled,152.66,33.61,119.05,Wallet,FLASH20
ORD_001053,CUST_01043,2025-10-22,Call Center,Delivered,413.8,0.0,413.8,Card,
ORD_001054,CUST_01445,2025-12-31,Web,Delivered,1573.23,0.0,1573.23,COD,
ORD_001055,CUST_00560,2025-11-05,App,Delivered,1914.21,0.0,1914.21,Apple Pay,
ORD_001056,CUST_00851,2025-12-29,Web,Delivered,160.03,0.0,160.03,COD,
ORD_001057,CUST_01710,2025-11-12,App,Delivered,1357.76,0.0,1357.76,Card,
ORD_001058,CUST_00989,2025-12-25,App,Delivered,745.4,0.0,745.4,Apple Pay,
ORD_001059,CUST_00968,2025-10-24,App,Delivered,160.71,20.26,140.45,Card,WELCOME15
ORD_001060,CUST_00936,2025-10-22,App,Delivered,57.38,0.0,57.38,COD,
ORD_001061,CUST_01129,2025-11-11,App,Delivered,453.07,0.0,453.07,Wallet,
ORD_001062,CUST_00297,2025-12-28,App,Delivered,345.09,35.77,309.32,Apple Pay,VIP25
ORD_001063,CUST_00391,2025-12-14,Web,Delivered,299.5,27.29,272.21,Apple Pay,MEGA30
ORD_001064,CUST_01041,2025-10-14,App,Delivered,1338.23,0.0,1338.23,Card,
ORD_001065,CUST_01529,2025-12-07,App,Delivered,595.71,0.0,595.71,Wallet,
ORD_001066,CUST_01801,2025-11-07,Web,Delivered,203.3,0.0,203.3,COD,
ORD_001067,CUST_00280,2025-11-21,App,Delivered,134.91,0.0,134.91,Wallet,
ORD_001068,CUST_01770,2025-11-03,Web,Delivered,1881.15,406.84,1474.31,COD,SAVE10
ORD_001069,CUST_00566,2025-12-31,App,Delivered,601.33,0.0,601.33,Apple Pay,
ORD_001070,CUST_01583,2025-10-30,Web,Delivered,315.65,0.0,315.65,Card,
ORD_001071,CUST_01618,2025-12-10,App,In Transit,1314.48,259.09,1055.39,COD,
ORD_001072,CUST_00850,2025-12-14,Web,Delivered,56.19,7.97,48.22,Wallet,FLASH20
ORD_001073,CUST_01914,2025-10-30,App,Delivered,294.12,0.0,294.12,COD,
ORD_001074,CUST_01614,2025-10-09,App,Delivered,285.99,27.04,258.95,COD,MEGA30
ORD_001075,CUST_00548,2025-10-27,App,Cancelled,303.42,0.0,303.42,COD,
ORD_001076,CUST_01681,2025-10-08,App,Cancelled,727.42,0.0,727.42,Card,
ORD_001077,CUST_00006,2025-11-07,Call Center,Delivered,284.42,0.0,284.42,Apple Pay,
ORD_001078,CUST_00580,2025-11-19,App,Delivered,128.45,0.0,128.45,Card,
ORD_001079,CUST_01487,2025-11-12,Call Center,Delivered,720.47,159.3,561.17,Card,FLASH20
ORD_001080,CUST_01716,2025-12-15,App,Delivered,563.41,0.0,563.41,Card,
ORD_001081,CUST_01203,2025-12-30,Web,Delivered,286.57,0.0,286.57,COD,
ORD_001082,CUST_01188,2025-11-02,App,Delivered,223.4,60.72,162.68,COD,SPECIAL5
ORD_001083,CUST_01003,2026-01-01,Web,Delivered,1648.15,0.0,1648.15,Apple Pay,
ORD_001084,CUST_01773,2025-12-31,App,Delivered,538.85,89.69,449.16,Card,WELCOME15
ORD_001085,CUST_00915,2025-12-20,App,Delivered,314.78,0.0,314.78,COD,
ORD_001086,CUST_01104,2025-11-08,Call Center,Delivered,593.19,0.0,593.19,Card,
