fulfillment_id,order_id,warehouse_hub,delivery_zone,promised_date,actual_delivery_date,delivery_status,delay_reason,delivery_partner
FUL_001401,ORD_001401,Dubai Hub,Zone C,2025-11-19,,Failed,Warehouse Delay,QuickShip
FUL_001402,ORD_001402,Abu Dhabi Hub,Zone A,2025-10-12,2025-10-10,On Time,,FastTrack
FUL_001403,ORD_001403,Sharjah Hub,Zone C,2025-12-17,,Pending,,FastTrack
FUL_001404,ORD_001404,Dubai Hub,Zone A,2025-11-26,2025-12-04,Delayed,Traffic/Weather,FastTrack
FUL_001405,ORD_001405,Dubai Hub,Zone C,2026-01-02,2026-01-01,On Time,,FastTrack
FUL_001406,ORD_001406,Abu Dhabi Hub,Zone E,2025-11-09,2025-11-16,Delayed,Traffic/Weather,QuickShip
FUL_001407,ORD_001407,Abu Dhabi Hub,Zone D,2025-11-27,2025-11-26,On Time,,QuickShip
FUL_001408,ORD_001408,Dubai Hub,Zone E,2025-11-26,,Failed,Order Cancelled,FastTrack
FUL_001409,ORD_001409,Sharjah Hub,Zone C,2025-10-21,2025-10-19,on-time,,FastTrack
FUL_001410,ORD_001410,Abu Dhabi Hub,Zone E,2025-12-18,2025-12-18,On Time,,QuickShip
FUL_001411,ORD_001411,Abu Dhabi Hub,Zone C,2025-10-27,,Pending,,FastTrack
FUL_001412,ORD_001412,Sharjah Hub,Zone B,2025-11-25,,Pending,,QuickShip
FUL_001413,ORD_001413,Dubai Hub,Zone C,2025-12-10,2025-12-08,On Time,,SpeedLink
FUL_001414,ORD_001414,Dubai Hub,Zone B,2025-12-01,2025-12-01,On Time,,FastTrack
FUL_001415,ORD_001415,Dubai Hub,Zone E,2026-01-03,2025-12-30,On Time,,FastTrack
FUL_001416,ORD_001416,Abu Dhabi Hub,Zone F,2025-11-25,2025-11-25,On Time,,SpeedLink
FUL_001417,ORD_001417,Sharjah Hub,Zone C,2025-12-01,,Pending,,QuickShip
FUL_001418,ORD_001418,Dubai Hub,Zone D,2025-10-13,2025-10-21,Delayed,Rider Unavailable,FastTrack
FUL_001419,ORD_001419,Abu Dhabi Hub,Zone F,2025-12-08,2025-12-07,On Time,,QuickShip
FUL_001420,ORD_001420,Dubai Hub,Zone F,2025-11-07,2025-11-06,OnTime,,FastTrack
FUL_001421,ORD_001421,Abu Dhabi Hub,Zone B,2025-10-26,2025-11-02,Delayed,Traffic/Weather,QuickShip
FUL_001422,ORD_001422,Sharjah Hub,Zone F,2025-11-09,2025-11-14,Delayed,Customer Unavailable,QuickShip
FUL_001423,ORD_001423,Dubai Hub,Zone E,2026-01-01,2026-01-08,Delayed,Address Issue,SpeedLink
FUL_001424,ORD_001424,Dubai Hub,Zone B,2026-01-04,,Failed,Order Cancelled,QuickShip
FUL_001425,ORD_001425,Dubai Hub,Zone E,2026-01-05,2026-01-04,On Time,,SpeedLink
FUL_001426,ORD_001426,Dubai Hub,Zone A,2025-11-11,,Failed,Warehouse Delay,FastTrack
FUL_001427,ORD_001427,Sharjah Hub,Zone B,2025-12-18,,Failed,Traffic/Weather,SpeedLink
FUL_001428,ORD_001428,Dubai Hub,Zone A,2025-11-20,2025-11-23,Delayed,Address Issue,FastTrack
FUL_001429,ORD_001429,Sharjah Hub,Zone C,2025-11-27,2025-11-26,OnTime,,FastTrack
FUL_001430,ORD_001430,Dubai Hub,Zone D,2025-10-12,2025-10-10,On Time,,SpeedLink
FUL_001431,ORD_001431,Dubai Hub,Zone E,2025-12-29,2025-12-28,On Time,,SpeedLink
FUL_001432,ORD_001432,Dubai Hub,Zone E,2025-12-01,2025-11-29,On Time,,SpeedLink
FUL_001433,ORD_001433,Sharjah Hub,Zone D,2026-01-07,,failed,Order Cancelled,SpeedLink
FUL_001434,ORD_001434,Dubai Hub,Zone B,2025-12-06,,Pending,,FastTrack
FUL_001435,ORD_001435,Dubai Hub,Zone A,2025-12-06,2025-12-03,On Time,,SpeedLink
FUL_001436,ORD_001436,Sharjah Hub,Zone A,2026-01-06,2026-01-06,On Time,,QuickShip
FUL_001437,ORD_001437,Abu Dhabi Hub,Zone B,2025-11-27,2025-11-27,On Time,,FastTrack
FUL_001438,ORD_001438,Sharjah Hub,Zone B,2025-12-02,2025-12-10,Delayed,Rider Unavailable,SpeedLink
FUL_001439,ORD_001439,Dubai Hub,Zone A,2025-10-29,2025-11-07,Delayed,Traffic/Weather,SpeedLink
FUL_001440,ORD_001440,Abu Dhabi Hub,Zone A,2025-12-25,2025-12-24,On Time,,SpeedLink
FUL_001441,ORD_001441,Sharjah Hub,Zone E,2025-10-15,2025-10-14,On Time,,FastTrack
FUL_001442,ORD_001442,Dubai Hub,Zone D,2025-11-15,,Pending,,FastTrack
FUL_001443,ORD_001443,Abu Dhabi Hub,Zone E,2025-12-26,2025-12-25,On Time,,SpeedLink
FUL_001444,ORD_001444,Dubai Hub,Zone C,2025-11-09,2025-11-07,On Time,,FastTrack
FUL_001445,ORD_001445,Dubai Hub,Zone B,2025-10-11,2025-10-10,On Time,,QuickShip
FUL_001446,ORD_001446,Abu Dhabi Hub,Zone E,2025-12-13,2025-12-11,On Time,,FastTrack
FUL_001447,ORD_001447,Dubai Hub,Zone D,2026-01-03,,Failed,Order Cancelled,QuickShip
FUL_001448,ORD_001448,Dubai Hub,Zone F,2025-12-07,2025-12-06,On Time,,FastTrack
FUL_001449,ORD_001449,Abu Dhabi Hub,Zone D,2026-01-03,2026-01-01,On Time,,SpeedLink
FUL_001450,ORD_001450,Dubai Hub,Zone E,2025-12-15,2025-12-14,On Time,,FastTrack
FUL_001451,ORD_001451,Dubai Hub,Zone D,2025-12-10,,Failed,Warehouse Delay,FastTrack
FUL_001452,ORD_001452,Sharjah Hub,Zone B,2025-12-25,2025-12-23,On Time,,FastTrack
FUL_001453,ORD_001453,Dubai Hub,Zone C,2025-12-01,2025-12-07,Delayed,Address Issue,QuickShip
FUL_001454,ORD_001454,Dubai Hub,Zone F,2025-12-29,2025-12-27,On Time,,FastTrack
FUL_001455,ORD_001455,Dubai Hub,Zone C,2025-10-15,2025-10-13,On Time,,SpeedLink
FUL_001456,ORD_001456,Dubai Hub,Zone C,2025-12-21,2025-12-21,On Time,,FastTrack
FUL_001457,ORD_001457,Dubai Hub,Zone F,2025-10-28,2025-10-26,On Time,,QuickShip
FUL_001458,ORD_001458,Sharjah Hub,Zone F,2025-12-11,2025-12-09,On Time,,FastTrack
FUL_001459,ORD_001459,Sharjah Hub,Zone B,2025-11-28,2025-12-02,Delayed,Rider Unavailable,QuickShip
FUL_001460,ORD_001460,Dubai Hub,Zone F,2025-11-29,2025-11-29,On Time,,SpeedLink
FUL_001461,ORD_001461,Dubai Hub,Zone A,2025-10-18,,Failed,Order Cancelled,FastTrack
FUL_001462,ORD_001462,Dubai Hub,Zone A,2025-12-22,,Pending,,FastTrack
FUL_001463,ORD_001463,Dubai Hub,Zone A,2025-12-25,2025-12-24,On Time,,QuickShip
FUL_001464,ORD_001464,Abu Dhabi Hub,Zone C,2025-12-18,2025-12-18,On Time,,SpeedLink
FUL_001465,ORD_001465,Abu Dhabi Hub,Zone D,2025-12-14,2025-12-13,On Time,,QuickShip
FUL_001466,ORD_001466,Dubai Hub,Zone F,2025-12-31,2026-01-09,Delayed,Traffic/Weather,SpeedLink
FUL_001467,ORD_001467,Abu Dhabi Hub,Zone C,2025-10-20,,Failed,Order Cancelled,SpeedLink
FUL_001468,ORD_001468,Sharjah Hub,Zone C,2025-12-31,,Failed,Order Cancelled,QuickShip
FUL_001469,ORD_001469,Abu Dhabi Hub,Zone A,2025-10-17,2025-10-16,On Time,,SpeedLink
FUL_001470,ORD_001470,Dubai Hub,Zone D,2025-11-16,2025-11-15,On Time,,QuickShip
FUL_001471,ORD_001471,Dubai Hub,Zone F,2025-11-01,,Failed,Order Cancelled,SpeedLink
FUL_001472,ORD_001472,Sharjah Hub,Zone C,2025-12-11,,Pending,,SpeedLink
FUL_001473,ORD_001473,Sharjah Hub,Zone D,2026-01-08,2026-01-08,On Time,,FastTrack
FUL_001474,ORD_001474,Dubai Hub,Zone B,2025-12-03,2025-12-02,On Time,,SpeedLink
FUL_001475,ORD_001475,Dubai Hub,Zone D,2025-11-21,,Failed,Warehouse Delay,FastTrack
FUL_001476,ORD_001476,Dubai Hub,Zone B,2025-11-24,,Failed,Order Cancelled,SpeedLink
FUL_001477,ORD_001477,Abu Dhabi Hub,Zone D,2025-12-24,2026-01-02,Delayed,Address Issue,SpeedLink
FUL_001478,ORD_001478,Dubai Hub,Zone A,2025-12-16,2025-12-16,On Time,,FastTrack
FUL_001479,ORD_001479,Dubai Hub,Zone A,2025-10-17,,Failed,Rider Unavailable,QuickShip
FUL_001480,ORD_001480,Dubai Hub,Zone A,2025-11-05,,Failed,Order Cancelled,FastTrack
FUL_001481,ORD_001481,Abu Dhabi Hub,Zone E,2025-10-19,,Failed,Order Cancelled,FastTrack
FUL_001482,ORD_001482,Dubai Hub,Zone A,2026-01-01,,Pending,,FastTrack
FUL_001483,ORD_001483,Sharjah Hub,Zone A,2026-01-04,2026-01-04,On Time,,QuickShip
FUL_001484,ORD_001484,Abu Dhabi Hub,Zone D,2025-10-27,2025-10-25,On Time,,QuickShip
FUL_001485,ORD_001485,Sharjah Hub,Zone B,2025-11-03,2025-11-03,On Time,,FastTrack
FUL_001486,ORD_001486,Abu Dhabi Hub,Zone D,2025-11-02,,Pending,,SpeedLink
FUL_001487,ORD_001487,Dubai Hub,Zone C,2025-12-28,2025-12-28,On Time,,FastTrack
FUL_001488,ORD_001488,Sharjah Hub,Zone D,2026-01-07,,Pending,,FastTrack
FUL_001489,ORD_001489,Dubai Hub,Zone D,2025-11-09,2025-11-12,Delayed,Address Issue,QuickShip
FUL_001490,ORD_001490,Dubai Hub,Zone A,2025-12-19,2025-12-17,On Time,,QuickShip
FUL_001491,ORD_001491,Sharjah Hub,Zone A,2025-11-08,2025-11-07,On Time,,QuickShip
FUL_001492,ORD_001492,Sharjah Hub,Zone A,2025-12-12,2025-12-09,On Time,,QuickShip
FUL_001493,ORD_001493,Abu Dhabi Hub,Zone F,2025-10-16,2025-10-16,On Time,,SpeedLink
FUL_001494,ORD_001494,Dubai Hub,Zone D,2025-10-20,2025-10-18,ON TIME,,FastTrack
FUL_001495,ORD_001495,Dubai Hub,Zone B,2025-11-20,2025-11-19,On Time,,QuickShip
FUL_001496,ORD_001496,Abu Dhabi Hub,Zone A,2025-12-06,2025-12-07,Delayed,Customer Unavailable,QuickShip
FUL_001497,ORD_001497,Dubai Hub,Zone A,2025-12-17,,Failed,Order Cancelled,SpeedLink
FUL_001498,ORD_001498,Abu Dhabi Hub,Zone F,2025-12-02,,Pending,,FastTrack
FUL_001499,ORD_001499,Sharjah Hub,Zone D,2025-12-18,2025-12-18,On Time,,FastTrack
FUL_001500,ORD_001500,Dubai Hub,Zone B,2026-01-09,2026-01-17,Delayed,Address Issue,QuickShip
FUL_001501,ORD_001501,Dubai Hub,Zone A,2025-10-14,2025-10-13,On Time,,SpeedLink
FUL_001502,ORD_001502,Dubai Hub,Zone D,2025-10-16,2025-10-16,On Time,,FastTrack
FUL_001503,ORD_001503,Dubai Hub,Zone B,2025-11-15,2025-11-13,On Time,,FastTrack
FUL_001504,ORD_001504,Dubai Hub,Zone D,2025-11-03,2025-11-03,On Time,,QuickShip
FUL_001505,ORD_001505,Dubai Hub,Zone B,2025-12-07,2025-12-07,On Time,,SpeedLink
FUL_001506,ORD_001506,Dubai Hub,Zone A,2026-01-01,,Failed,Order Cancelled,FastTrack
FUL_001507,ORD_001507,Sharjah Hub,Zone C,2025-12-06,,Pending,,SpeedLink
FUL_001508,ORD_001508,Sharjah Hub,Zone E,2025-10-30,2025-10-29,On Time,,SpeedLink
FUL_001509,ORD_001509,Abu Dhabi Hub,Zone D,2025-11-21,2025-11-21,On Time,,SpeedLink
FUL_001510,ORD_001510,Sharjah Hub,Zone B,2026-01-01,2026-01-01,On Time,,SpeedLink
FUL_001511,ORD_001511,Dubai Hub,Zone B,2025-11-10,2025-12-27,On Time,,FastTrack
FUL_001512,ORD_001512,Abu Dhabi Hub,Zone F,2025-11-26,2025-11-26,On Time,,FastTrack
FUL_001513,ORD_001513,Abu Dhabi Hub,Zone A,2025-12-18,2025-12-23,Delayed,Address Issue,FastTrack
FUL_001514,ORD_001514,Dubai Hub,Zone E,2025-11-14,2025-11-15,Delayed,Traffic/Weather,SpeedLink
FUL_001515,ORD_001515,Dubai Hub,Zone B,2025-10-26,2025-10-30,Delayed,Warehouse Delay,SpeedLink
FUL_001516,ORD_001516,Sharjah Hub,Zone E,2025-10-22,2025-10-19,On Time,,QuickShip
FUL_001517,ORD_001517,Sharjah Hub,Zone F,2025-10-19,2025-10-21,Delayed,Traffic/Weather,SpeedLink
FUL_001518,ORD_001518,Sharjah Hub,Zone D,2025-12-15,,failed,Order Cancelled,SpeedLink
FUL_001519,ORD_001519,Sharjah Hub,Zone F,2026-01-03,,Failed,Address Issue,SpeedLink
FUL_001520,ORD_001520,Dubai Hub,Zone E,2025-12-27,2025-12-25,On Time,,SpeedLink
FUL_001521,ORD_001521,Abu Dhabi Hub,Zone D,2025-12-13,2025-12-12,On Time,,FastTrack
FUL_001522,ORD_001522,Dubai Hub,Zone B,2025-11-17,,Pending,,FastTrack
FUL_001523,ORD_001523,Sharjah Hub,Zone E,2025-12-11,2025-12-19,Delayed,Address Issue,FastTrack
FUL_001524,ORD_001524,Sharjah Hub,Zone C,2025-12-21,2025-12-19,On Time,,FastTrack
FUL_001525,ORD_001525,Dubai Hub,Zone F,2025-12-07,,Failed,Address Issue,FastTrack
FUL_001526,ORD_001526,Sharjah Hub,Zone E,2025-12-10,2025-12-09,On Time,,SpeedLink
FUL_001527,ORD_001527,Dubai Hub,Zone B,2025-12-18,,Pending,,SpeedLink
FUL_001528,ORD_001528,Sharjah Hub,Zone C,2025-11-01,2025-10-31,On Time,,SpeedLink
FUL_001529,ORD_001529,Abu Dhabi Hub,Zone D,2025-11-15,2025-11-20,Delayed,Address Issue,SpeedLink
FUL_001530,ORD_001530,Abu Dhabi Hub,Zone B,2025-12-14,2025-12-12,On Time,,FastTrack
FUL_001531,ORD_001531,Abu Dhabi Hub,Zone C,2026-01-01,,Failed,Order Cancelled,QuickShip
FUL_001532,ORD_001532,Dubai Hub,Zone A,2025-12-20,2025-12-17,On Time,,QuickShip
FUL_001533,ORD_001533,Abu Dhabi Hub,Zone B,2025-11-04,,Failed,Order Cancelled,FastTrack
FUL_001534,ORD_001534,Sharjah Hub,Zone F,2025-10-20,2025-10-20,On Time,,SpeedLink
FUL_001535,ORD_001535,Abu Dhabi Hub,Zone A,2025-12-23,2025-12-23,On Time,,FastTrack
FUL_001536,ORD_001536,Dubai Hub,Zone A,2026-01-07,2026-01-05,On Time,,SpeedLink
FUL_001537,ORD_001537,Abu Dhabi Hub,Zone D,2025-12-26,,Pending,,SpeedLink
FUL_001538,ORD_001538,Abu Dhabi Hub,Zone D,2025-10-11,2025-10-17,Delayed,Rider Unavailable,FastTrack
FUL_001539,ORD_001539,Dubai Hub,Zone C,2025-11-04,,Pending,,SpeedLink
FUL_001540,ORD_001540,Dubai Hub,Zone F,2025-11-20,2025-11-17,On Time,,QuickShip
FUL_001541,ORD_001541,Dubai Hub,Zone A,2025-12-24,2025-12-23,On Time,,FastTrack
FUL_001542,ORD_001542,Sharjah Hub,Zone A,2025-11-16,2025-11-16,On Time,,FastTrack
FUL_001543,ORD_001543,Abu Dhabi Hub,Zone D,2025-11-22,2025-11-21,On Time,,QuickShip
FUL_001544,ORD_001544,Sharjah Hub,Zone D,2025-10-23,2025-10-21,OnTime,,QuickShip
FUL_001545,ORD_001545,Dubai Hub,Zone D,2025-11-22,,Pending,,FastTrack
FUL_001546,ORD_001546,Sharjah Hub,Zone C,2025-11-27,2025-12-01,Delayed,Address Issue,FastTrack
FUL_001547,ORD_001547,Abu Dhabi Hub,Zone A,2025-12-17,2025-12-16,On Time,,QuickShip
FUL_001548,ORD_001548,Dubai Hub,Zone F,2025-11-21,2025-11-21,On Time,,SpeedLink
FUL_001549,ORD_001549,Dubai Hub,Zone E,2025-10-27,2025-10-25,On Time,,FastTrack
FUL_001550,ORD_001550,Abu Dhabi Hub,Zone E,2025-11-18,2025-11-24,Delayed,Address Issue,QuickShip
FUL_001551,ORD_001551,Sharjah Hub,Zone A,2025-11-01,2025-11-01,OnTime,,QuickShip
FUL_001552,ORD_001552,Abu Dhabi Hub,Zone E,2025-11-09,2025-11-09,On Time,,QuickShip
FUL_001553,ORD_001553,Dubai Hub,Zone F,2025-11-28,2025-11-27,On Time,,QuickShip
FUL_001554,ORD_001554,Dubai Hub,Zone F,2025-12-16,2025-12-14,On Time,,SpeedLink
FUL_001555,ORD_001555,Dubai Hub,Zone E,2025-12-24,2025-12-20,On Time,,FastTrack
FUL_001556,ORD_001556,Dubai Hub,Zone C,2025-10-20,,Failed,Order Cancelled,FastTrack
FUL_001557,ORD_001557,Abu Dhabi Hub,Zone F,2025-12-29,2025-12-28,On Time,,QuickShip
FUL_001558,ORD_001558,Sharjah Hub,Zone A,2025-10-15,2025-10-15,on-time,,SpeedLink
FUL_001559,ORD_001559,Dubai Hub,Zone B,2025-11-02,2025-11-01,On Time,,FastTrack
FUL_001560,ORD_001560,Abu Dhabi Hub,Zone C,2025-12-23,,failed,Warehouse Delay,QuickShip
FUL_001561,ORD_001561,Abu Dhabi Hub,Zone E,2025-12-10,2025-12-15,Delayed,Rider Unavailable,QuickShip
FUL_001562,ORD_001562,Abu Dhabi Hub,Zone A,2025-10-21,2025-10-20,On Time,,QuickShip
FUL_001563,ORD_001563,Dubai Hub,Zone C,2026-01-04,2026-01-02,On Time,,QuickShip
FUL_001564,ORD_001564,Abu Dhabi Hub,Zone E,2026-01-07,2026-01-16,Delayed,Traffic/Weather,SpeedLink
FUL_001565,ORD_001565,Dubai Hub,Zone D,2025-11-12,2025-11-09,On Time,,QuickShip
FUL_001566,ORD_001566,Dubai Hub,Zone E,2025-12-07,,Pending,,SpeedLink
FUL_001567,ORD_001567,Sharjah Hub,Zone F,2025-12-07,2025-12-06,On Time,,FastTrack
FUL_001568,ORD_001568,Abu Dhabi Hub,Zone F,2025-10-13,,Failed,Order Cancelled,FastTrack
FUL_001569,ORD_001569,Dubai Hub,Zone B,2026-01-05,2026-01-03,On Time,,SpeedLink
FUL_001570,ORD_001570,Dubai Hub,Zone E,2025-10-14,,Pending,,SpeedLink
FUL_001571,ORD_001571,Dubai Hub,Zone F,2026-01-04,2026-01-01,on-time,,FastTrack
FUL_001572,ORD_001572,Abu Dhabi Hub,Zone D,2025-11-20,2025-11-19,On Time,,SpeedLink
FUL_001573,ORD_001573,Dubai Hub,Zone E,2025-10-19,2025-10-18,On Time,,QuickShip
FUL_001574,ORD_001574,Dubai Hub,Zone F,2025-12-25,2025-12-23,On Time,,SpeedLink
FUL_001575,ORD_001575,Sharjah Hub,Zone A,2025-12-16,2025-12-13,On Time,,SpeedLink
FUL_001576,ORD_001576,Dubai Hub,Zone D,2025-12-29,2025-12-28,On Time,,FastTrack
FUL_001577,ORD_001577,Abu Dhabi Hub,Zone B,2025-12-01,,Pending,,FastTrack
FUL_001578,ORD_001578,Dubai Hub,Zone D,2025-12-09,2025-12-05,On Time,,SpeedLink
FUL_001579,ORD_001579,Sharjah Hub,Zone A,2025-10-23,2025-10-22,On Time,,SpeedLink
FUL_001580,ORD_001580,Abu Dhabi Hub,Zone D,2025-12-28,2025-12-29,Delayed,Rider Unavailable,QuickShip
FUL_001581,ORD_001581,Dubai Hub,Zone C,2025-11-21,2025-11-22,Delayed,Rider Unavailable,FastTrack
FUL_001582,ORD_001582,Dubai Hub,Zone B,2025-12-14,,Pending,,FastTrack
FUL_001583,ORD_001583,Abu Dhabi Hub,Zone C,2025-10-23,,Pending,,SpeedLink
FUL_001584,ORD_001584,Abu Dhabi Hub,Zone B,2025-10-22,2025-10-21,On Time,,FastTrack
FUL_001585,ORD_001585,Dubai Hub,Zone F,2025-11-10,,Failed,Order Cancelled,QuickShip
FUL_001586,ORD_001586,Abu Dhabi Hub,Zone E,2025-12-12,,Failed,Order Cancelled,QuickShip
FUL_001587,ORD_001587,Abu Dhabi Hub,Zone E,2026-01-03,,PENDING,,QuickShip
FUL_001588,ORD_001588,Dubai Hub,Zone C,2025-10-30,2025-11-03,Delayed,Address Issue,QuickShip
FUL_001589,ORD_001589,Dubai Hub,Zone E,2025-12-13,2025-12-11,On Time,,FastTrack
FUL_001590,ORD_001590,Abu Dhabi Hub,Zone E,2025-11-07,,PENDING,,SpeedLink
FUL_001591,ORD_001591,Dubai Hub,Zone A,2025-12-12,,Pending,,FastTrack
FUL_001592,ORD_001592,Abu Dhabi Hub,Zone F,2025-12-22,2025-12-20,On Time,,SpeedLink
FUL_001593,ORD_001593,Sharjah Hub,Zone B,2025-11-07,2025-11-06,On Time,,SpeedLink
FUL_001594,ORD_001594,Dubai Hub,Zone F,2025-12-28,2026-01-02,Delayed,Traffic/Weather,FastTrack
FUL_001595,ORD_001595,Sharjah Hub,Zone A,2025-12-30,2025-12-30,On Time,,FastTrack
FUL_001596,ORD_001596,Dubai Hub,Zone D,2025-12-01,,Failed,Rider Unavailable,FastTrack
FUL_001597,ORD_001597,Sharjah Hub,Zone E,2026-01-03,2026-01-02,On Time,,SpeedLink
FUL_001598,ORD_001598,Dubai Hub,Zone E,2025-12-10,,Failed,Order Cancelled,FastTrack
FUL_001599,ORD_001599,Dubai Hub,Zone A,2025-12-18,2025-12-18,On Time,,FastTrack
FUL_001600,ORD_001600,Dubai Hub,Zone D,2025-10-30,,Pending,,FastTrack
FUL_001601,ORD_001601,Dubai Hub,Zone B,2025-11-11,2025-11-10,On Time,,QuickShip
FUL_001602,ORD_001602,Sharjah Hub,Zone F,2026-01-02,2026-01-08,Delayed,Customer Unavailable,QuickShip
FUL_001603,ORD_001603,Abu Dhabi Hub,Zone A,2025-10-19,2025-10-18,On Time,,QuickShip
FUL_001604,ORD_001604,Dubai Hub,Zone F,2026-01-03,2026-01-02,On Time,,QuickShip
FUL_001605,ORD_001605,Abu Dhabi Hub,Zone C,2025-12-04,,Failed,Order Cancelled,FastTrack
FUL_001606,ORD_001606,Abu Dhabi Hub,Zone E,2025-12-20,2025-12-20,On Time,,FastTrack
FUL_001607,ORD_001607,Sharjah Hub,Zone B,2025-11-26,2025-11-30,Delayed,Rider Unavailable,SpeedLink
FUL_001608,ORD_001608,Abu Dhabi Hub,Zone F,2025-10-09,2025-10-09,On Time,,QuickShip
FUL_001609,ORD_001609,Sharjah Hub,Zone E,2025-11-26,,Pending,,QuickShip
FUL_001610,ORD_001610,Dubai Hub,Zone E,2025-10-29,2025-11-03,Delayed,Traffic/Weather,QuickShip
FUL_001611,ORD_001611,Abu Dhabi Hub,Zone E,2025-11-16,,Pending,,QuickShip
FUL_001612,ORD_001612,Dubai Hub,Zone D,2025-11-28,2025-11-27,On Time,,FastTrack
FUL_001613,ORD_001613,Dubai Hub,Zone A,2025-12-02,,Failed,Rider Unavailable,FastTrack
FUL_001614,ORD_001614,Abu Dhabi Hub,Zone D,2025-10-25,2025-10-27,Delayed,Rider Unavailable,FastTrack
FUL_001615,ORD_001615,Dubai Hub,Zone F,2025-11-19,2025-11-18,On Time,,QuickShip
FUL_001616,ORD_001616,Sharjah Hub,Zone E,2025-11-28,2025-11-25,On Time,,QuickShip
FUL_001617,ORD_001617,Dubai Hub,Zone E,2025-12-30,2026-01-08,Delayed,Traffic/Weather,SpeedLink
FUL_001618,ORD_001618,Sharjah Hub,Zone F,2025-10-12,,Pending,,QuickShip
FUL_001619,ORD_001619,Abu Dhabi Hub,Zone A,2026-01-09,2026-01-09,On Time,,FastTrack
FUL_001620,ORD_001620,Sharjah Hub,Zone E,2026-01-07,,Failed,Order Cancelled,SpeedLink
FUL_001621,ORD_001621,Sharjah Hub,Zone C,2025-11-08,,Pending,,SpeedLink
FUL_001622,ORD_001622,Sharjah Hub,Zone E,2025-10-15,,Pending,,FastTrack
FUL_001623,ORD_001623,Dubai Hub,Zone B,2025-11-06,,Failed,Order Cancelled,FastTrack
FUL_001624,ORD_001624,Abu Dhabi Hub,Zone D,2025-12-27,2025-12-27,On Time,,SpeedLink
FUL_001625,ORD_001625,Sharjah Hub,Zone E,2025-12-28,2025-12-27,On Time,,QuickShip
FUL_001626,ORD_001626,Dubai Hub,Zone F,2025-11-15,2025-11-15,On Time,,FastTrack
FUL_001627,ORD_001627,Sharjah Hub,Zone E,2026-01-06,,Failed,Customer Unavailable,SpeedLink
FUL_001628,ORD_001628,Abu Dhabi Hub,Zone E,2025-11-05,,pending,,SpeedLink
FUL_001629,ORD_001629,Dubai Hub,Zone D,2025-11-11,2025-11-11,On Time,,FastTrack
FUL_001630,ORD_001630,Abu Dhabi Hub,Zone E,2025-11-16,,Pending,,FastTrack
FUL_001631,ORD_001631,Sharjah Hub,Zone A,2025-10-12,,Failed,Warehouse Delay,FastTrack
FUL_001632,ORD_001632,Dubai Hub,Zone C,2025-12-19,2025-12-17,On Time,,QuickShip
FUL_001633,ORD_001633,Dubai Hub,Zone A,2025-12-13,2025-12-12,On Time,,SpeedLink
FUL_001634,ORD_001634,Abu Dhabi Hub,Zone D,2025-10-14,2025-10-11,On Time,,SpeedLink
FUL_001635,ORD_001635,Dubai Hub,Zone D,2025-12-16,2025-12-13,On Time,,QuickShip
FUL_001636,ORD_001636,Dubai Hub,Zone A,2025-12-24,2025-12-24,On Time,,FastTrack
FUL_001637,ORD_001637,Dubai Hub,Zone B,2025-10-30,2025-10-28,On Time,,SpeedLink
FUL_001638,ORD_001638,Dubai Hub,Zone E,2025-12-27,2025-12-26,On Time,,FastTrack
FUL_001639,ORD_001639,Dubai Hub,Zone C,2025-12-14,2025-12-12,On Time,,QuickShip
FUL_001640,ORD_001640,Sharjah Hub,Zone D,2025-12-19,,Failed,Order Cancelled,FastTrack
FUL_001641,ORD_001641,Sharjah Hub,Zone F,2025-11-19,2025-11-26,Delayed,Traffic/Weather,QuickShip
FUL_001642,ORD_001642,Dubai Hub,Zone A,2025-12-29,,Pending,,FastTrack
FUL_001643,ORD_001643,Dubai Hub,Zone E,2026-01-07,,Pending,,SpeedLink
FUL_001644,ORD_001644,Sharjah Hub,Zone F,2025-11-28,,Failed,Warehouse Delay,QuickShip
FUL_001645,ORD_001645,Abu Dhabi Hub,Zone C,2025-11-27,,Pending,,FastTrack
FUL_001646,ORD_001646,Dubai Hub,Zone E,2026-01-03,,Failed,Address Issue,QuickShip
FUL_001647,ORD_001647,Dubai Hub,Zone D,2025-12-24,2025-12-24,On Time,,QuickShip
FUL_001648,ORD_001648,Abu Dhabi Hub,Zone E,2025-12-09,2025-12-13,Delayed,Warehouse Delay,FastTrack
FUL_001649,ORD_001649,Dubai Hub,Zone D,2025-11-28,2025-11-27,On Time,,QuickShip
FUL_001650,ORD_001650,Dubai Hub,Zone D,2025-10-19,2025-10-19,On Time,,QuickShip
FUL_001651,ORD_001651,Sharjah Hub,Zone F,2025-11-02,2025-11-06,Delayed,Address Issue,SpeedLink
FUL_001652,ORD_001652,Dubai Hub,Zone F,2025-12-05,2025-12-13,delayed,Warehouse Delay,QuickShip
FUL_001653,ORD_001653,Abu Dhabi Hub,Zone A,2025-10-24,,Pending,,SpeedLink
FUL_001654,ORD_001654,Dubai Hub,Zone A,2025-12-30,2025-12-28,On Time,,QuickShip
FUL_001655,ORD_001655,Dubai Hub,Zone C,2025-11-15,,PENDING,,FastTrack
FUL_001656,ORD_001656,Abu Dhabi Hub,Zone F,2025-10-20,,Failed,Warehouse Delay,FastTrack
FUL_001657,ORD_001657,Dubai Hub,Zone C,2025-11-23,2025-11-20,On Time,,FastTrack
